0.0	18.0	20.2	0.0097649366	
0.0	18.2	20.2	0.0081393899	
0.0	18.2	20.4	0.0059049279	
0.0	18.2	20.6	0.0084979102	
0.0	18.4	20.4	0.0070925410	
0.0	18.4	20.6	0.0088830871	
0.2	18.0	19.8	0.0099302451	
0.2	18.2	20.0	0.0076446558	
0.2	18.2	20.2	0.0061631010	
0.2	18.2	20.4	0.0088445691	
0.2	18.4	20.2	0.0069852350	
0.2	18.4	20.4	0.0087952210	
0.4	18.0	19.6	0.0091968278	
0.4	18.2	19.8	0.0069159446	
0.4	18.2	20.0	0.0067899352	
0.4	18.2	20.2	0.0095267217	
0.4	18.4	20.0	0.0064863089	
0.4	18.4	20.2	0.0083166782	
0.6	18.0	19.4	0.0096680085	
0.6	18.2	19.6	0.0063378476	
0.6	18.2	19.8	0.0077815780	
0.6	18.4	19.8	0.0055947975	
0.6	18.4	20.0	0.0074459116	
0.6	18.4	20.2	0.0096420783	
0.8	18.2	19.4	0.0076999918	
0.8	18.2	19.6	0.0091331127	
0.8	18.4	19.4	0.0092756889	
0.8	18.4	19.6	0.0043108900	
0.8	18.4	19.8	0.0065267018	
0.8	18.4	20.0	0.0094150049	
1.0	18.2	19.2	0.0094125756	
1.0	18.4	19.2	0.0079107518	
1.0	18.4	19.4	0.0051548023	
1.0	18.4	19.6	0.0081706568	
1.0	18.6	19.4	0.0091656035	
1.2	18.2	18.8	0.0097033975	
1.2	18.4	19.0	0.0063600461	
1.2	18.4	19.2	0.0072040381	
1.2	18.6	19.2	0.0071180606	
1.2	18.6	19.4	0.0093271844	
1.4	18.4	18.8	0.0084517162	
1.4	18.4	19.0	0.0095959215	
1.4	18.6	18.8	0.0090537930	
1.4	18.6	19.0	0.0046838101	
1.4	18.6	19.2	0.0070324541	
1.4	18.6	19.4	0.0096794719	
1.6	18.4	18.4	0.0096806360	
1.6	18.6	18.6	0.0071482416	
1.6	18.6	18.8	0.0067426344	
1.6	18.6	19.0	0.0095771936	
1.6	18.8	18.8	0.0084374061	
1.8	18.6	18.4	0.0088158065	
1.8	18.6	18.6	0.0096902230	
1.8	18.8	18.4	0.0094494156	
1.8	18.8	18.6	0.0052548278	
1.8	18.8	18.8	0.0078132036	
2.0	18.8	18.2	0.0072274433	
2.0	18.8	18.4	0.0075646795	
2.0	19.0	18.4	0.0082869472	
2.2	19.0	18.0	0.0091534597	
2.2	19.0	18.2	0.0058833269	
2.2	19.0	18.4	0.0082983261	
2.4	19.0	17.8	0.0090911437	
2.4	19.0	18.0	0.0094940312	
2.4	19.2	18.0	0.0066913421	
2.4	19.2	18.2	0.0098894443	
2.6	19.2	17.6	0.0082220352	
2.6	19.2	17.8	0.0083817508	
2.6	19.4	17.8	0.0086604656	
2.8	19.4	17.4	0.0095854641	
2.8	19.4	17.6	0.0075673229	
2.8	19.4	17.8	0.0095927404	
3.0	8.0	13.8	0.0097718572	
3.0	19.6	17.4	0.0070519292	
3.0	19.6	17.6	0.0088647768	
3.2	19.8	17.2	0.0068366466	
3.4	20.0	17.0	0.0069224555	
3.6	20.2	16.8	0.0074417865	
3.8	7.4	13.2	0.0099043596	
3.8	20.4	16.6	0.0080008106	
4.0	20.6	16.4	0.0089948556	
6.4	5.2	12.2	0.0095770941	
7.4	4.2	12.2	0.0098934462	
8.8	2.4	12.8	0.0096455742	
10.2	0.2	14.4	0.0092475674	
10.4	0.0	14.6	0.0090767888	
21.0	0.0	18.2	0.0096398214	
21.0	0.0	18.4	0.0060329379	
21.0	0.0	18.6	0.0084039675	
21.0	0.2	18.0	0.0091460607	
21.0	0.2	18.2	0.0094808028	
21.2	0.2	18.2	0.0070246997	
21.2	0.4	17.8	0.0089517368	
21.2	0.4	18.0	0.0081081143	
21.4	0.4	18.0	0.0093264170	
21.4	0.6	17.8	0.0070344240	
21.4	0.6	18.0	0.0090063958	
21.6	0.8	17.6	0.0062608910	
21.6	0.8	17.8	0.0099655597	
21.8	1.0	17.4	0.0073844083	
22.0	1.2	17.2	0.0083001566	
22.2	1.4	17.0	0.0089847689	
22.4	1.6	16.8	0.0095270224	
22.6	1.8	16.6	0.0098486927	
22.8	2.0	16.4	0.0099474143	
23.0	2.2	16.2	0.0098206446	
