	1.0	0.8	0.6	0.4	0.2	0.0
1.53	0.991545	0.799295	0.595869	0.394017	0.190912	0.000576026
1.54	0.993171	0.802948	0.601187	0.400305	0.196955	0.000187582
1.55	0.991797	0.804214	0.604762	0.405496	0.202565	1.10359e-05
1.56	0.986085	0.80199	0.605746	0.409001	0.207424	5.7723e-05
1.57	0.972469	0.793353	0.60189	0.40926	0.210699	0.000334717
	0.0275306	0.00664737	0.00574563	0.0092598	0.0106986	0.000576026
	0	6	9	11.7	14.7	21
