100.0	0.000	0.9282776258
100.0	0.001	0.9049175718
100.0	0.002	0.8256431711
100.0	0.003	0.7048099790
100.0	0.004	0.5574397706
100.0	0.005	0.4015520745
100.0	0.006	0.2552915303
100.0	0.007	0.1345195842
100.0	0.008	0.0741332827
100.0	0.009	0.0727626978
100.0	0.010	0.0960451514
100.0	0.011	0.1415067068
100.0	0.012	0.2043089436
100.0	0.013	0.2780250998
100.0	0.014	0.3555745254
100.0	0.015	0.4301547206
100.0	0.016	0.4960374915
100.0	0.017	0.5491367229
100.0	0.018	0.5872920225
100.0	0.019	0.6102616617
100.0	0.020	0.6194705948
100.0	0.021	0.6175642920
100.0	0.022	0.6079158998
100.0	0.023	0.5940769911
100.0	0.024	0.5793478265
100.0	0.025	0.5664519865
100.0	0.026	0.5573357361
100.0	0.027	0.5531671050
100.0	0.028	0.5543482845
100.0	0.029	0.5606703101
100.0	0.030	0.5714680279
100.0	0.031	0.5857765111
100.0	0.032	0.6024744702
100.0	0.033	0.6203861960
100.0	0.034	0.6383703360
100.0	0.035	0.6553868771
100.0	0.036	0.6705516217
100.0	0.037	0.6831907727
100.0	0.038	0.6928877798
100.0	0.039	0.6995282522
100.0	0.040	0.7033139741
100.0	0.041	0.7047455744
100.0	0.042	0.7045881280
100.0	0.043	0.7037681906
100.0	0.044	0.7032672358
100.0	0.045	0.7039870955
100.0	0.046	0.7066274457
100.0	0.047	0.7115913790
100.0	0.048	0.7189302695
100.0	0.049	0.7283407251
100.0	0.050	0.7392228152
100.1	0.000	0.9297238417
100.1	0.001	0.9062367108
100.1	0.002	0.8267061122
100.1	0.003	0.7055027183
100.1	0.004	0.5577221077
100.1	0.005	0.4014641737
100.1	0.006	0.2549442778
100.1	0.007	0.1340707921
100.1	0.008	0.0741280619
100.1	0.009	0.0727265495
100.1	0.010	0.0960744287
100.1	0.011	0.1416669380
100.1	0.012	0.2046212029
100.1	0.013	0.2784695618
100.1	0.014	0.3560938125
100.1	0.015	0.4306685893
100.1	0.016	0.4964580978
100.1	0.017	0.5493840996
100.1	0.018	0.5873073670
100.1	0.019	0.6100162463
100.1	0.020	0.6189645864
100.1	0.021	0.6168406026
100.1	0.022	0.6070277031
100.1	0.023	0.5930946283
100.1	0.024	0.5783447432
100.1	0.025	0.5654890441
100.1	0.026	0.5564787821
100.1	0.027	0.5524449564
100.1	0.028	0.5537791392
100.1	0.029	0.5602547815
100.1	0.030	0.5711923106
100.1	0.031	0.5856182317
100.1	0.032	0.6024032876
100.1	0.033	0.6203687138
100.1	0.034	0.6383717225
100.1	0.035	0.6553739975
100.1	0.036	0.6704944086
100.1	0.037	0.6830652932
100.1	0.038	0.6926784468
100.1	0.039	0.6992286331
100.1	0.040	0.7029284062
100.1	0.041	0.7042929264
100.1	0.042	0.7040950525
100.1	0.043	0.7032710355
100.1	0.044	0.7028044309
100.1	0.045	0.7035950601
100.1	0.046	0.7063361653
100.1	0.047	0.7114186368
100.1	0.048	0.7188791519
100.1	0.049	0.7283988097
100.1	0.050	0.7393531744
100.2	0.000	0.9311564705
100.2	0.001	0.9075421108
100.2	0.002	0.8277556086
100.2	0.003	0.7061826672
100.2	0.004	0.5579928345
100.2	0.005	0.4013664921
100.2	0.006	0.2545898444
100.2	0.007	0.1336178917
100.2	0.008	0.0741217593
100.2	0.009	0.0726902504
100.2	0.010	0.0961052208
100.2	0.011	0.1418282408
100.2	0.012	0.2049353818
100.2	0.013	0.2789148425
100.2	0.014	0.3566135555
100.2	0.015	0.4311819717
100.2	0.016	0.4968765708
100.2	0.017	0.5496277501
100.2	0.018	0.5873179462
100.2	0.019	0.6097656260
100.2	0.020	0.6184593216
100.2	0.021	0.6161121597
100.2	0.022	0.6061357771
100.2	0.023	0.5921106038
100.2	0.024	0.5773421789
100.2	0.025	0.5645374789
100.2	0.026	0.5556246191
100.2	0.027	0.5517272792
100.2	0.028	0.5532148473
100.2	0.029	0.5598437610
100.2	0.030	0.5709213527
100.2	0.031	0.5854635714
100.2	0.032	0.6023347985
100.2	0.033	0.6203523317
100.2	0.034	0.6383733616
100.2	0.035	0.6553603137
100.2	0.036	0.6704361834
100.2	0.037	0.6829376510
100.2	0.038	0.6924660753
100.2	0.039	0.6989256976
100.2	0.040	0.7025404222
100.2	0.041	0.7038385614
100.2	0.042	0.7036026559
100.2	0.043	0.7027748449
100.2	0.044	0.7023438280
100.2	0.045	0.7032072946
100.2	0.046	0.7060504209
100.2	0.047	0.7112522025
100.2	0.048	0.7188339061
100.2	0.049	0.7284619996
100.2	0.050	0.7395053711
100.3	0.000	0.9325754651
100.3	0.001	0.9088337737
100.3	0.002	0.8287917075
100.3	0.003	0.7068501395
100.3	0.004	0.5582521189
100.3	0.005	0.4012592330
100.3	0.006	0.2542284230
100.3	0.007	0.1331607731
100.3	0.008	0.0741143606
100.3	0.009	0.0726536995
100.3	0.010	0.0961366344
100.3	0.011	0.1419911942
100.3	0.012	0.2052511564
100.3	0.013	0.2793618717
100.3	0.014	0.3571339285
100.3	0.015	0.4316944347
100.3	0.016	0.4972925977
100.3	0.017	0.5498680400
100.3	0.018	0.5873233553
100.3	0.019	0.6095092040
100.3	0.020	0.6179461320
100.3	0.021	0.6153788945
