25.2	11.2	20.4	0.0197832065	56.8
25.2	11.2	20.6	0.0189943705	57.0
25.2	11.2	20.8	0.0182033182	57.2
25.2	11.2	21.0	0.0174101419	57.4
25.2	11.2	21.2	0.0166149343	57.6
25.2	11.2	21.4	0.0158177879	57.8
25.2	11.2	21.6	0.0150187960	58.0
25.2	11.2	21.8	0.0142180516	58.2
25.2	11.2	22.0	0.0165437092	58.4
25.2	11.2	22.2	0.0190215213	58.6
25.4	11.2	20.6	0.0194999366	57.2
25.4	11.2	20.8	0.0186514758	57.4
25.4	11.2	21.0	0.0178008387	57.6
25.4	11.2	21.2	0.0169481245	57.8
25.4	11.2	21.4	0.0160934329	58.0
25.4	11.2	21.6	0.0152368635	58.2
25.4	11.2	21.8	0.0153088995	58.4
25.4	11.2	22.0	0.0178583546	58.6
25.6	11.2	20.8	0.0190974571	57.6
25.6	11.2	21.0	0.0181894584	57.8
25.6	11.2	21.2	0.0172793373	58.0
25.6	11.2	21.4	0.0163672001	58.2
25.6	11.2	21.6	0.0154531531	58.4
25.6	11.2	21.8	0.0165520932	58.6
25.6	11.2	22.0	0.0191702349	58.8
25.8	11.2	20.8	0.0195412100	57.8
25.8	11.2	21.0	0.0185759557	58.0
25.8	11.2	21.2	0.0176085339	58.2
25.8	11.2	21.4	0.0166390575	58.4
25.8	11.2	21.6	0.0156676396	58.6
25.8	11.2	21.8	0.0177927240	58.8
26.0	11.2	20.8	0.0199826829	58.0
26.0	11.2	21.0	0.0189602856	58.2
26.0	11.2	21.2	0.0179356759	58.4
26.0	11.2	21.4	0.0169089735	58.6
26.0	11.2	21.6	0.0162733650	58.8
26.0	11.2	21.8	0.0190305999	59.0
26.0	11.4	20.0	0.0199196966	57.4
26.0	11.4	20.2	0.0198312231	57.6
26.0	11.4	20.4	0.0197410100	57.8
26.0	11.4	20.6	0.0196490653	58.0
26.0	11.4	20.8	0.0197557978	58.2
26.2	11.2	21.0	0.0193424031	58.4
26.2	11.2	21.2	0.0182607252	58.6
26.2	11.2	21.4	0.0171769165	58.8
26.2	11.2	21.6	0.0174406642	59.0
26.2	11.4	19.0	0.0186997336	56.6
26.2	11.4	19.2	0.0186612238	56.8
26.2	11.4	19.4	0.0186210771	57.0
26.2	11.4	19.6	0.0185792969	57.2
26.2	11.4	19.8	0.0185358870	57.4
26.2	11.4	20.0	0.0184908512	57.6
26.2	11.4	20.2	0.0184441933	57.8
26.2	11.4	20.4	0.0183959175	58.0
26.2	11.4	20.6	0.0183460281	58.2

26.4	11.2	21.0	0.0197222638	58.6
26.4	11.2	21.2	0.0185836437	58.8
26.4	11.2	21.4	0.0174428553	59.0
26.4	11.2	21.6	0.0186052630	59.2
26.4	11.4	19.0	0.0189839271	56.8
26.4	11.4	19.2	0.0170647688	57.0
26.4	11.4	19.4	0.0170659180	57.2
26.4	11.4	19.6	0.0170655701	57.4
26.4	11.4	19.8	0.0170637253	57.6
26.4	11.4	20.0	0.0170603837	57.8
26.4	11.4	20.2	0.0170555456	58.0
26.4	11.4	20.4	0.0170492113	58.2
26.4	11.4	20.6	0.0185783079	58.4
26.6	11.2	21.2	0.0189043939	59.0
26.6	11.2	21.4	0.0177067588	59.2
26.6	11.2	21.6	0.0197669811	59.4
26.6	11.4	19.0	0.0193593417	57.0
26.6	11.4	19.2	0.0178199133	57.2
26.6	11.4	19.4	0.0165734356	57.4
26.6	11.4	19.6	0.0155503464	57.6
26.6	11.4	19.8	0.0155900668	57.8
26.6	11.4	20.0	0.0156284197	58.0
26.6	11.4	20.2	0.0156654017	58.2
26.6	11.4	20.4	0.0163760720	58.4
26.6	11.4	20.6	0.0193887942	58.6
26.8	11.2	21.2	0.0192229384	59.2
26.8	11.2	21.4	0.0179685963	59.4
26.8	11.4	19.0	0.0199807031	57.2
26.8	11.4	19.2	0.0186804675	57.4
26.8	11.4	19.4	0.0173780524	57.6
26.8	11.4	19.6	0.0160736095	57.8
26.8	11.4	19.8	0.0147672912	58.0
26.8	11.4	20.0	0.0141950848	58.2
26.8	11.4	20.2	0.0142738837	58.4
26.8	11.4	20.4	0.0171167646	58.6
27.0	11.2	21.2	0.0195392399	59.4
27.0	11.2	21.4	0.0189867294	59.6
27.0	11.4	19.2	0.0195388422	57.6
27.0	11.4	19.4	0.0181806415	57.8
27.0	11.4	19.6	0.0168203194	58.0
27.0	11.4	19.8	0.0154580347	58.2
27.0	11.4	20.0	0.0140939464	58.4
27.0	11.4	20.2	0.0147062140	58.6
27.0	11.4	20.4	0.0178548070	58.8
27.2	11.2	21.2	0.0198532615	59.6
27.2	11.4	19.4	0.0189811092	58.0
27.2	11.4	19.6	0.0175650667	58.2
27.2	11.4	19.8	0.0161469747	58.4
27.2	11.4	20.0	0.0147269986	58.6
27.2	11.4	20.2	0.0153755504	58.8
27.2	11.4	20.4	0.0185900849	59.0
27.4	11.4	19.4	0.0197793622	58.2
27.4	11.4	19.6	0.0183077645	58.4
27.4	11.4	19.8	0.0168340305	58.6
27.4	11.4	20.0	0.0153583324	58.8
27.4	11.4	20.2	0.0160425061	59.0
27.4	11.4	20.4	0.0193224844	59.2
27.4	11.6	18.0	0.0191477471	57.0
27.4	11.6	18.2	0.0189685506	57.2
27.4	11.6	18.4	0.0192660686	57.4
27.4	11.6	18.6	0.0195618966	57.6
27.4	11.6	18.8	0.0198560086	57.8
27.6	11.4	19.6	0.0190483261	58.6
27.6	11.4	19.8	0.0175191222	58.8
27.6	11.4	20.0	0.0159878741	59.0
27.6	11.4	20.2	0.0167069779	59.2
27.6	11.6	18.0	0.0198157535	57.2
27.6	11.6	18.2	0.0173796031	57.4
27.6	11.6	18.4	0.0175327394	57.6
27.6	11.6	18.6	0.0178693301	57.8
27.6	11.6	18.8	0.0182043532	58.0
27.6	11.6	19.0	0.0185377796	58.2
27.6	11.6	19.2	0.0188695798	58.4
27.6	11.6	19.4	0.0191997247	58.6
27.8	11.4	19.6	0.0197866651	58.8
27.8	11.4	19.8	0.0182021697	59.0
27.8	11.4	20.0	0.0166155504	59.2
27.8	11.4	20.2	0.0173688629	59.4
27.8	11.6	18.2	0.0181396074	57.6
27.8	11.6	18.4	0.0164928771	57.8
27.8	11.6	18.6	0.0161751960	58.0
27.8	11.6	18.8	0.0165511010	58.2
27.8	11.6	19.0	0.0169255541	58.4
27.8	11.6	19.2	0.0172985225	58.6
27.8	11.6	19.4	0.0177284332	58.8
28.0	11.4	19.8	0.0188830934	59.2
28.0	11.4	20.0	0.0172412880	59.4
28.0	11.4	20.2	0.0180280585	59.6
28.0	11.6	18.2	0.0192463983	57.8
28.0	11.6	18.4	0.0175454541	58.0
28.0	11.6	18.6	0.0158424626	58.2
28.0	11.6	18.8	0.0148963969	58.4
28.0	11.6	19.0	0.0153118439	58.6
28.0	11.6	19.2	0.0157259478	58.8
28.0	11.6	19.4	0.0181012897	59.0
28.2	11.4	19.8	0.0195618137	59.4
28.2	11.4	20.0	0.0178650139	59.6
28.2	11.4	20.2	0.0186844628	59.8
28.2	11.6	18.4	0.0185959838	58.2
28.2	11.6	18.6	0.0168388544	58.4
28.2	11.6	18.8	0.0150797601	58.6
28.2	11.6	19.0	0.0136967906	58.8
28.2	11.6	19.2	0.0148761502	59.0
28.2	11.6	19.4	0.0184713434	59.2
28.4	11.4	20.0	0.0184866552	59.8
28.4	11.4	20.2	0.0193379741	60.0
28.4	11.6	18.4	0.0196443438	58.4
28.4	11.6	18.6	0.0178332813	58.6
28.4	11.6	18.8	0.0160201380	58.8
28.4	11.6	19.0	0.0142051255	59.0
28.4	11.6	19.2	0.0151806314	59.2
28.4	11.6	19.4	0.0188385371	59.4
28.4	11.8	17.4	0.0188915449	57.6
28.4	11.8	17.6	0.0194844387	57.8
28.6	11.4	20.0	0.0191061395	60.0
28.6	11.4	20.2	0.0199884911	60.2
28.6	11.6	18.6	0.0188256275	58.8
28.6	11.6	18.8	0.0169586467	59.0
28.6	11.6	19.0	0.0150896872	59.2
28.6	11.6	19.2	0.0154827622	59.4
28.6	11.6	19.4	0.0192028140	59.6
28.6	11.8	17.4	0.0183343168	57.8
28.6	11.8	17.6	0.0176117035	58.0
28.6	11.8	17.8	0.0182429044	58.2
28.6	11.8	18.0	0.0188725049	58.4
28.6	11.8	18.2	0.0195004500	58.6
28.8	11.4	20.0	0.0197233945	60.2
28.8	11.6	18.6	0.0198157771	59.0
28.8	11.6	18.8	0.0178951767	59.2
28.8	11.6	19.0	0.0159724882	59.4
28.8	11.6	19.2	0.0157824957	59.6
28.8	11.6	19.4	0.0195641176	59.8
28.8	11.8	17.4	0.0191718991	58.0
28.8	11.8	17.6	0.0168929775	58.2
28.8	11.8	17.8	0.0164085851	58.4
28.8	11.8	18.0	0.0170783073	58.6
28.8	11.8	18.2	0.0177465315	58.8
28.8	11.8	18.4	0.0184131989	59.0
28.8	11.8	18.6	0.0190782512	59.2
29.0	11.6	18.8	0.0188296186	59.4
29.0	11.6	19.0	0.0168534256	59.6
29.0	11.6	19.2	0.0160797855	59.8
29.0	11.6	19.4	0.0199223920	60.0
29.0	11.8	17.6	0.0181418750	58.4
29.0	11.8	17.8	0.0160984827	58.6
29.0	11.8	18.0	0.0152826116	58.8
29.0	11.8	18.2	0.0159910562	59.0
29.0	11.8	18.4	0.0166980981	59.2
29.0	11.8	18.6	0.0181034622	59.4
29.2	11.6	18.8	0.0197618634	59.6
29.2	11.6	19.0	0.0177323964	59.8
29.2	11.6	19.2	0.0163745857	60.0
29.2	11.8	17.6	0.0193886556	58.6
29.2	11.8	17.8	0.0172929571	58.8
29.2	11.8	18.0	0.0151952407	59.0
29.2	11.8	18.2	0.0142341783	59.2
29.2	11.8	18.4	0.0149815326	59.4
29.2	11.8	18.6	0.0181742785	59.6
29.2	12.0	16.8	0.0196665362	58.0
29.4	11.6	19.0	0.0186092983	60.0
