	0.200	0.210	0.220	0.230	0.240	0.250	0.260	0.270	0.280	0.290	0.300
20.0	0.9930631482	0.9944756456	0.9945143108	0.9861624751	0.9138241702	0.7976394205	0.6575840564	0.5121236000	0.5542560959	0.5787017812	0.5873639951
20.1	0.9911520666	0.9918374131	0.9918858692	0.9894692676	0.9216274274	0.8082632433	0.6694495774	0.5235263830	0.5483377125	0.5740558820	0.5838895330
20.2	0.9937653533	0.9918457467	0.9913773309	0.9923293494	0.9290905659	0.8186673160	0.6812085992	0.5353095840	0.5423366835	0.5693192668	0.5803232812
20.3	0.9959247156	0.9943376427	0.9939430994	0.9947401059	0.9362075523	0.8288441971	0.6928536803	0.5470737422	0.5362555267	0.5644937489	0.5766664908
20.4	0.9976281682	0.9963784638	0.9960591574	0.9966993333	0.9429726331	0.8387866075	0.7043774512	0.5588122688	0.5300967938	0.5595811758	0.5729204443
20.5	0.9988741449	0.9979663476	0.9977235774	0.9982052406	0.9493803392	0.8484874361	0.7157726196	0.5705185892	0.5238630687	0.5545834282	0.5690864557
20.6	0.9996615004	0.9990998451	0.9989348429	0.9992564513	0.9554254906	0.8579397445	0.7270319741	0.5821861472	0.5175569670	0.5495024195	0.5651658698
20.7	0.9999895107	0.9997779220	0.9996918506	0.9998520044	0.9611032002	0.8671367718	0.7381483895	0.5938084079	0.5111811347	0.5443400949	0.5611600618
20.8	0.9998578742	0.9999999594	0.9999939108	0.9999913554	0.9664088780	0.8760719401	0.7491148312	0.6053788621	0.5047382469	0.5390984306	0.5570704367
20.9	0.9992667120	0.9997657548	0.9998407484	0.9996743769	0.9713382349	0.8847388584	0.7599243591	0.6168910294	0.4982310070	0.5337794336	0.5528984292
21.0	0.9982165675	0.9990755219	0.9992325028	0.9989013588	0.9758872858	0.8931313278	0.7705701327	0.6283384622	0.4916621452	0.5283851401	0.5486455025
21.1	0.9967084063	0.9979298905	0.9981697281	0.9976730077	0.9800523533	0.9012433457	0.7810454151	0.6397147491	0.4943532027	0.5229176153	0.5443131484
21.2	0.9947436149	0.9963299061	0.9966533927	0.9959904464	0.9838300701	0.9090691099	0.7913435773	0.6510135184	0.5054529156	0.5173789523	0.5399028866
21.3	0.9923239997	0.9942770287	0.9946848777	0.9938552130	0.9872173823	0.9166030233	0.8014581022	0.6622284421	0.5165506585	0.5117712717	0.5354162639
21.4	0.9914371219	0.9917731317	0.9922659766	0.9912692596	0.9902115516	0.9238396970	0.8113825891	0.6733532390	0.5276409295	0.5060967203	0.5308548542
21.5	0.9938619685	0.9913387958	0.9902897936	0.9908391045	0.9928101573	0.9307739553	0.8211107575	0.6843816783	0.5387182307	0.5003574706	0.5262202573
21.6	0.9958861300	0.9937684466	0.9928686263	0.9933402614	0.9950110988	0.9374008384	0.8306364512	0.6953075832	0.5497770707	0.4945557197	0.5215140990
21.7	0.9975079631	0.9958011003	0.9950526182	0.9954457073	0.9968125967	0.9437156064	0.8399536420	0.7061248346	0.5608119669	0.4886936889	0.5167380299
21.8	0.9987261511	0.9974351225	0.9968400194	0.9971537524	0.9982131947	0.9497137429	0.8490564338	0.7168273738	0.5718174489	0.4827736223	0.5118937253
21.9	0.9995397048	0.9986691993	0.9982293980	0.9984630256	0.9992117604	0.9553909575	0.8579390660	0.7274092068	0.5827880606	0.4767977865	0.5069828845
22.0	0.9999479639	0.9995023384	0.9992196407	0.9993724761	0.9998074868	0.9607431898	0.8665959174	0.7378644068	0.5937183636	0.4707684693	0.5020072299
22.1	0.9999505968	0.9999338700	0.9998099543	0.9998813739	0.9999998920	0.9657666116	0.8750215099	0.7481871182	0.6046029390	0.4646879788	0.4969685068
22.2	0.9995476014	0.9999634471	0.9999998659	0.9999893104	0.9997888207	0.9704576300	0.8832105113	0.7583715595	0.6154363909	0.4711268176	0.4918684826
22.3	0.9987393050	0.9995910458	0.9997892231	0.9996961992	0.9991744434	0.9748128896	0.8911577396	0.7684120266	0.6262133487	0.4815534911	0.4867089462
22.4	0.9975263637	0.9988169657	0.9991781949	0.9990022754	0.9981572568	0.9788292755	0.8988581654	0.7783028962	0.6369284696	0.4919889942	0.4814917074
22.5	0.9959097623	0.9976418291	0.9981672708	0.9979080960	0.9967380833	0.9825039149	0.9063069157	0.7880386286	0.6475764417	0.5024287466	0.4762185962
22.6	0.9938908132	0.9960665809	0.9967572606	0.9964145393	0.9949180700	0.9858341796	0.9134992768	0.7976137711	0.6581519863	0.5128681661	0.4708914621
22.7	0.9914711556	0.9940924878	0.9949492941	0.9945228041	0.9926986884	0.9888176876	0.9204306971	0.8070229609	0.6686498605	0.5233026708	0.4655121737
22.8	0.9886527540	0.9917211370	0.9927448197	0.9922344087	0.9900817327	0.9914523050	0.9270967901	0.8162609282	0.6790648601	0.5337276807	0.4600826179
22.9	0.9854378965	0.9909475899	0.9901456037	0.9895511901	0.9908090113	0.9937361474	0.9334933375	0.8253224989	0.6893918219	0.5441386201	0.4546046992
23.0	0.9818291932	0.9932925462	0.9917413082	0.9917058985	0.9931725091	0.9956675813	0.9396162914	0.8342025980	0.6996256262	0.5545309195	0.4490803389
23.1	0.9778295739	0.9952886265	0.9939686549	0.9939382115	0.9951873859	0.9972452253	0.9454617768	0.8428962519	0.7097611998	0.5649000175	0.4435114749
23.2	0.9734422857	0.9969344178	0.9958484577	0.9958230504	0.9968522165	0.9984679509	0.9510260947	0.8513985916	0.7197935179	0.5752413630	0.4379000604
23.3	0.9686708907	0.9982287555	0.9973793938	0.9973590891	0.9981658231	0.9993348836	0.9563057238	0.8597048550	0.7297176069	0.5855504170	0.4429069018
23.4	0.9635192624	0.9991707233	0.9985603860	0.9985452471	0.9991272763	0.9998454033	0.9612973229	0.8678103901	0.7395285472	0.5958226547	0.4526691965
23.5	0.9579915835	0.9997596546	0.9993906034	0.9993806898	0.9997358959	0.9999991449	0.9659977334	0.8757106572	0.7492214749	0.6060535674	0.4624506212
23.6	0.9520923417	0.9999951325	0.9998694618	0.9998648295	0.9999912515	0.9997959985	0.9704039805	0.8834012315	0.7587915848	0.6162386646	0.4722473740
23.7	0.9458263263	0.9998769903	0.9999966243	0.9999973254	0.9998931623	0.9992361093	0.9745132760	0.8908778057	0.7682341325	0.6263734759	0.4820556471
23.8	0.9391986247	0.9994053118	0.9997720014	0.9997780845	0.9994416978	0.9983198777	0.9783230193	0.8981361925	0.7775444369	0.6364535529	0.4918716281
23.9	0.9322146176	0.9985804306	0.9991957510	0.9992072609	0.9986371773	0.9970479592	0.9818307995	0.9051723265	0.7867178824	0.6464744715	0.5016915017
24.0	0.9248799752	0.9974029307	0.9982682788	0.9982852563	0.9974801701	0.9954212634	0.9850343969	0.9119822670	0.7957499213	0.6564318331	0.5115114509
24.1	0.9172006522	0.9958736455	0.9969902373	0.9970127193	0.9959714945	0.9934409539	0.9879317840	0.9185621999	0.8046360761	0.6663212674	0.5213276589
24.2	0.9091828834	0.9939936574	0.9953625258	0.9953905453	0.9941122179	0.9911084469	0.9905211273	0.9249084400	0.8133719413	0.6761384337	0.5311363104
24.3	0.9008331780	0.9917642969	0.9933862896	0.9934198753	0.9919036557	0.9886245848	0.9928007883	0.9310174329	0.8219531863	0.6858790231	0.5409335926
24.4	0.8948936616	0.9891871421	0.9910629191	0.9911020960	0.9893473702	0.9911196030	0.9947693243	0.9368857571	0.8303755569	0.6955387603	0.5507156977
24.5	0.8912865446	0.9862640169	0.9905024165	0.9897443008	0.9907887158	0.9933085263	0.9964254895	0.9425101260	0.8386348777	0.7051134055	0.5604788234
24.6	0.8869970605	0.9829969903	0.9927599212	0.9920934897	0.9930117255	0.9951899893	0.9977682359	0.9478873894	0.8467270542	0.7145987563	0.5702191749
24.7	0.8849666508	0.9793883746	0.9947134558	0.9941396379	0.9949300689	0.9967628183	0.9987967137	0.9530145357	0.8546480748	0.7239906492	0.5799329662
24.8	0.8882913483	0.9754407240	0.9963618144	0.9958814850	0.9965425606	0.9980260321	0.9995102722	0.9578886933	0.8623940125	0.7332849622	0.5896164218
24.9	0.8910043192	0.9711568326	0.9977039791	0.9973179585	0.9978482040	0.9989788427	0.9999084597	0.9625071323	0.8699610273	0.7424776157	0.5992657778
25.0	0.8931017957	0.9665397323	0.9987391213	0.9984481734	0.9988461920	0.9996206557	0.9999910242	0.9668672661	0.8773453680	0.7515645750	0.6088772835
