	0.200	0.210	0.220	0.230	0.240	0.250	0.260	0.270	0.280	0.290	0.300
20.0	0.5985975761	0.6548460302	0.7042890343	0.7474046871	0.7847960304	0.8170408516	0.8447152060	0.8683736877	0.8885673989	0.9057551196	0.9203457326
20.1	0.5952479547	0.6518707743	0.7016727724	0.7451223257	0.7828178372	0.8153352084	0.8432506800	0.8671203501	0.8874978877	0.9048445861	0.9195719282
20.2	0.5918942085	0.6488898314	0.6990500975	0.7428333805	0.7808332423	0.8136235560	0.8417806497	0.8658620590	0.8864239778	0.9039301867	0.9187947528
20.3	0.5885364991	0.6459033223	0.6964210992	0.7405379175	0.7788422939	0.8119059297	0.8403051406	0.8645988329	0.8853456829	0.9030119312	0.9180142136
20.4	0.5851749884	0.6429113680	0.6937858671	0.7382360025	0.7768450403	0.8101823648	0.8388241784	0.8633306905	0.8842630163	0.9020898294	0.9172303176
20.5	0.5818098383	0.6399140897	0.6911444911	0.7359277018	0.7748415301	0.8084528965	0.8373377888	0.8620576505	0.8831759918	0.9011638911	0.9164430721
20.6	0.5784412110	0.6369116088	0.6884970613	0.7336130818	0.7728318118	0.8067175605	0.8358459978	0.8607797317	0.8820846230	0.9002341262	0.9156524842
20.7	0.5750692688	0.6339040469	0.6858436679	0.7312922090	0.7708159342	0.8049763923	0.8343488312	0.8594969529	0.8809889235	0.8993005448	0.9148585612
20.8	0.5716941743	0.6308915258	0.6831844015	0.7289651501	0.7687939464	0.8032294277	0.8328463151	0.8582093331	0.8798889072	0.8983631567	0.9140613103
20.9	0.5683160901	0.6278741676	0.6805193527	0.7266319722	0.7667658974	0.8014767025	0.8313384756	0.8569168913	0.8787845878	0.8974219721	0.9132607388
21.0	0.5649351789	0.6248520946	0.6778486125	0.7242927423	0.7647318364	0.7997182528	0.8298253389	0.8556196465	0.8776759791	0.8964770009	0.9124568541
21.1	0.5615516038	0.6218254292	0.6751722720	0.7219475276	0.7626918129	0.7979541147	0.8283069314	0.8543176180	0.8765630952	0.8955282534	0.9116496635
21.2	0.5581655277	0.6187942939	0.6724904223	0.7195963956	0.7606458763	0.7961843243	0.8267832795	0.8530108248	0.8754459500	0.8945757396	0.9108391743
21.3	0.5547771138	0.6157588115	0.6698031551	0.7172394139	0.7585940764	0.7944089180	0.8252544097	0.8516992865	0.8743245574	0.8936194697	0.9100253940
21.4	0.5513865255	0.6127191051	0.6671105619	0.7148766504	0.7565364629	0.7926279323	0.8237203484	0.8503830221	0.8731989316	0.8926594540	0.9092083300
21.5	0.5479939262	0.6096752977	0.6644127345	0.7125081728	0.7544730859	0.7908414038	0.8221811226	0.8490620513	0.8720690867	0.8916957028	0.9083879899
21.6	0.5445994792	0.6066275128	0.6617097651	0.7101340494	0.7524039954	0.7890493690	0.8206367588	0.8477363935	0.8709350369	0.8907282263	0.9075643810
21.7	0.5412033483	0.6035758736	0.6590017457	0.7077543485	0.7503292417	0.7872518649	0.8190872840	0.8464060683	0.8697967964	0.8897570349	0.9067375109
21.8	0.5378056970	0.6005205039	0.6562887687	0.7053691384	0.7482488751	0.7854489282	0.8175327251	0.8450710953	0.8686543796	0.8887821390	0.9059073872
21.9	0.5344066892	0.5974615274	0.6535709267	0.7029784877	0.7461629461	0.7836405961	0.8159731091	0.8437314941	0.8675078006	0.8878035490	0.9050740175
22.0	0.5310064886	0.5943990681	0.6508483124	0.7005824653	0.7440715055	0.7818269056	0.8144084632	0.8423872847	0.8663570740	0.8868212754	0.9042374094
22.1	0.5276052590	0.5913332500	0.6481210185	0.6981811399	0.7419746040	0.7800078941	0.8128388146	0.8410384868	0.8652022142	0.8858353287	0.9033975705
22.2	0.5242031644	0.5882641973	0.6453891382	0.6957745807	0.7398722924	0.7781835988	0.8112641906	0.8396851203	0.8640432356	0.8848457194	0.9025545085
22.3	0.5208003688	0.5851920343	0.6426527646	0.6933628569	0.7377646219	0.7763540571	0.8096846185	0.8383272053	0.8628801529	0.8838524582	0.9017082312
22.4	0.5173970360	0.5821168855	0.6399119910	0.6909460377	0.7356516436	0.7745193068	0.8081001259	0.8369647617	0.8617129806	0.8828555557	0.9008587462
22.5	0.5139933302	0.5790388754	0.6371669109	0.6885241928	0.7335334088	0.7726793854	0.8065107402	0.8355978096	0.8605417334	0.8818550224	0.9000060614
22.6	0.5105894154	0.5759581288	0.6344176179	0.6860973918	0.7314099690	0.7708343306	0.8049164892	0.8342263693	0.8593664259	0.8808508692	0.8991501845
22.7	0.5071854555	0.5728747705	0.6316642058	0.6836657044	0.7292813757	0.7689841805	0.8033174005	0.8328504610	0.8581870730	0.8798431068	0.8982911233
22.8	0.5037816147	0.5697889253	0.6289067685	0.6812292006	0.7271476806	0.7671289730	0.8017135021	0.8314701050	0.8570036894	0.8788317459	0.8974288858
22.9	0.5003780570	0.5667007182	0.6261454001	0.6787879505	0.7250089355	0.7652687461	0.8001048217	0.8300853217	0.8558162900	0.8778167975	0.8965634797
23.0	0.4969749463	0.5636102745	0.6233801946	0.6763420242	0.7228651924	0.7634035381	0.7984913873	0.8286961314	0.8546248896	0.8767982722	0.8956949131
23.1	0.4935724467	0.5605177192	0.6206112465	0.6738914921	0.7207165032	0.7615333872	0.7968732270	0.8273025548	0.8534295033	0.8757761811	0.8948231938
23.2	0.4901707222	0.5574231776	0.6178386502	0.6714364247	0.7185629202	0.7596583319	0.7952503690	0.8259046124	0.8522301461	0.8747505350	0.8939483298
23.3	0.4867699367	0.5543267751	0.6150625002	0.6689768925	0.7164044957	0.7577784107	0.7936228414	0.8245023248	0.8510268330	0.8737213450	0.8930703292
23.4	0.4833702541	0.5512286372	0.6122828912	0.6665129663	0.7142412820	0.7558936621	0.7919906726	0.8230957126	0.8498195790	0.8726886220	0.8921891998
23.5	0.4799718382	0.5481288893	0.6094999180	0.6640447169	0.7120733317	0.7540041249	0.7903538910	0.8216847968	0.8486083995	0.8716523772	0.8913049499
23.6	0.4765748527	0.5450276570	0.6067136756	0.6615722154	0.7099006974	0.7521098378	0.7887125250	0.8202695981	0.8473933095	0.8706126215	0.8904175875
23.7	0.4731794615	0.5419250660	0.6039242589	0.6590955329	0.7077234319	0.7502108397	0.7870666032	0.8188501374	0.8461743243	0.8695693661	0.8895271207
23.8	0.4697858281	0.5388212418	0.6011317631	0.6566147404	0.7055415880	0.7483071697	0.7854161541	0.8174264356	0.8449514592	0.8685226222	0.8886335576
23.9	0.4663941161	0.5357163104	0.5983362834	0.6541299095	0.7033552187	0.7463988668	0.7837612066	0.8159985138	0.8437247296	0.8674724010	0.8877369064
24.0	0.4630044889	0.5326103974	0.5955379152	0.6516411115	0.7011643772	0.7444859702	0.7821017893	0.8145663930	0.8424941508	0.8664187136	0.8868371754
24.1	0.4596171098	0.5295036286	0.5927367539	0.6491484181	0.6989691165	0.7425685192	0.7804379312	0.8131300944	0.8412597383	0.8653615715	0.8859343726
24.2	0.4562321422	0.5263961300	0.5899328951	0.6466519008	0.6967694901	0.7406465531	0.7787696612	0.8116896391	0.8400215077	0.8643009858	0.8850285065
24.3	0.4528497490	0.5232880274	0.5871264343	0.6441516316	0.6945655512	0.7387201114	0.7770970082	0.8102450485	0.8387794744	0.8632369679	0.8841195853
24.4	0.4494700935	0.5201794467	0.5843174673	0.6416476822	0.6923573535	0.7367892337	0.7754200015	0.8087963439	0.8375336540	0.8621695293	0.8832076172
24.5	0.4460933383	0.5170705138	0.5815060900	0.6391401248	0.6901449505	0.7348539595	0.7737386700	0.8073435466	0.8362840622	0.8610986813	0.8822926106
24.6	0.4427196463	0.5139613547	0.5786923981	0.6366290313	0.6879283960	0.7329143287	0.7720530432	0.8058866781	0.8350307147	0.8600244354	0.8813745740
24.7	0.4393491799	0.5108520954	0.5758764876	0.6341144741	0.6857077438	0.7309703811	0.7703631503	0.8044257598	0.8337736271	0.8589468031	0.8804535156
24.8	0.4359821018	0.5077428617	0.5730584547	0.6315965255	0.6834830477	0.7290221565	0.7686690207	0.8029608135	0.8325128154	0.8578657959	0.8795294439
24.9	0.4326185740	0.5046337797	0.5702383953	0.6290752578	0.6812543619	0.7270696950	0.7669706838	0.8014918606	0.8312482952	0.8567814254	0.8786023674
25.0	0.4292587587	0.5015249753	0.5674164057	0.6265507435	0.6790217404	0.7251130367	0.7652681692	0.8000189229	0.8299800825	0.8556937032	0.8776722945
25.1	0.4259028179	0.4984165745	0.5645925821	0.6240230553	0.6767852374	0.7231522217	0.7635615065	0.7985420220	0.8287081931	0.8546026409	0.8767392338
25.2	0.4225509132	0.4953087030	0.5617670209	0.6214922659	0.6745449073	0.7211872903	0.7618507254	0.7970611799	0.8274326432	0.8535082502	0.8758031937
25.3	0.4192032061	0.4922014870	0.5589398183	0.6189584480	0.6723008044	0.7192182828	0.7601358557	0.7955764184	0.8261534485	0.8524105427	0.8748641828
25.4	0.4158598581	0.4890950521	0.5561110709	0.6164216744	0.6700529833	0.7172452397	0.7584169271	0.7940877593	0.8248706253	0.8513095304	0.8739222097
25.5	0.4125210301	0.4859895244	0.5532808750	0.6138820182	0.6678014984	0.7152682014	0.7566939696	0.7925952246	0.8235841896	0.8502052248	0.8729772831
