	1.0	0.8	0.6	0.4	0.2	0.0
1.53	0.963917	0.782123	0.585236	0.387339	0.188769	0.00035924
1.54	0.989198	0.805058	0.605149	0.403489	0.199847	6.6918e-05
1.55	0.999858	0.81619	0.616312	0.413957	0.208317	8.6723e-06
1.56	0.992666	0.812772	0.616524	0.41713	0.213223	0.000200573
1.57	0.964634	0.79222	0.603671	0.411409	0.213564	0.000632162
	0.0360835	0.017877	0.0165239	0.0171299	0.013564	0.000632162
	0	6.3	9.5	12.4	15.6	22.3
